business_id,age_years,employees,annual_revenue,net_profit,ebitda,cibil_score,promoter_cibil,udyam_registered,gst_compliant,fixed_assets,inventory_value,total_assets,valuation,existing_debt,interest_expense,principal_repayment,requested_amount,approved,mis_status
MSME_0015,7,195,572.6255173021169,21.107811575471427,72.7955610327702,337,829,1,1,249.58377622297667,159.42427575338488,494.9018795716791,999.9394554452472,206.83163116819918,26.94265547871482,20.68316311681992,213.63006907075427,0,0
MSME_0016,1,197,504.2014460859048,61.996990915244524,109.6522102629132,471,819,1,0,243.0083113378037,78.6110903290296,397.24961857971897,932.9575046672159,158.53736095222902,27.792738418682728,15.853736095222903,150.86972378964896,0,0
MSME_0017,14,181,980.5282678788852,32.908809458290335,99.12266835283222,460,666,1,1,295.8211111714664,207.24470227410103,650.1450536274002,1571.4013789582802,246.02263715694755,33.70660621317189,24.602263715694757,224.69094331045554,0,0
MSME_0018,15,86,261.6220125790414,19.138253498387012,39.33388434172882,692,642,1,1,163.6044355664322,55.08817624841334,257.93591370170174,408.94789571274515,69.10421487495147,7.2988351582567175,6.910421487495147,100.32003684271547,1,1
MSME_0019,4,173,80.23150782992839,7.334851809780576,12.453417501524044,442,691,0,1,43.91222360381691,15.059038789822164,71.00598856812834,147.24043038608474,16.42092067893749,1.568266263337051,1.6420920678937492,39.67867404145474,0,0
MSME_0020,22,58,257.7488469107054,6.956706381682223,26.366929495707062,563,652,1,1,93.54369344572663,75.53339394340428,207.7394144257367,372.77689329508763,90.74249365695255,9.023252392738002,9.074249365695255,83.35756779231349,0,0
MSME_0021,3,55,141.41796802054012,27.508147420702063,35.4403841233117,419,662,1,0,65.06816668616864,35.18599654076742,121.46685843001707,185.3728423251857,21.102858772559067,1.858893781108786,2.1102858772559068,46.4550024200524,0,0
MSME_0022,12,245,916.0615903502156,91.26117147824343,161.97121310665503,787,836,1,0,337.07433256758344,266.5492405499277,741.0328116700434,1600.0869489762895,238.4210980442868,33.658401044909425,23.84210980442868,298.5261682196384,1,1
MSME_0023,5,86,124.91191410184707,3.5325683343991976,9.670594581947904,752,803,0,1,26.2685584671098,31.561853657118824,76.56719923950568,172.19862577503343,18.26294070409213,2.3096662855734222,1.8262940704092132,49.33172514994353,0,0
MSME_0024,26,10,887.8135834250671,59.448754142217574,92.03660924496215,624,836,0,1,264.35595522729807,101.31173684398551,498.83972958504364,1015.2112122289069,55.173930951115466,7.645868623492396,5.517393095111547,427.98747065024565,0,0
MSME_0025,24,140,646.8553362579296,66.29330568776908,107.31200313935288,876,760,1,1,382.22090795177996,91.42450984725838,570.6737182377278,888.0536016205097,106.05152015870829,12.485011539697412,10.605152015870829,136.93212026724544,1,1
MSME_0026,26,8,684.7975322830619,55.682546274397794,121.333761783302,800,713,1,1,395.37861210978144,188.65788713046126,686.756129082702,1480.3662629358419,289.3937943254168,31.3134090547691,28.939379432541685,173.41255496954835,1,1
MSME_0027,17,99,378.29790493485535,60.434729453030904,84.45732887347468,336,611,1,1,173.03210605829236,94.64038085782978,324.41717265635043,707.5232728037345,45.82377885009008,7.801740787626252,4.5823778850090084,133.00035517508795,0,0
MSME_0028,16,217,896.5679962112384,80.74159838467776,153.18364421880636,375,608,0,1,351.0854321726637,260.01583043617336,745.5864620405227,1816.0915197669176,245.5776566863843,35.16272273210245,24.55776566863843,299.9321701572492,0,0
MSME_0029,3,140,675.7932715162681,105.03680146808182,154.57399523671393,408,780,1,1,335.6342034346702,75.35889169884037,512.3620858609507,980.8595967378349,141.72560404805301,23.91908947558457,14.172560404805303,206.30245561027607,0,0
MSME_0030,18,239,763.8955254002975,100.2836327200133,154.2531747745121,467,769,0,0,334.57933540548726,212.65276408661714,661.8164283021491,920.3128372658955,202.07271943742526,20.878720639391332,20.207271943742526,285.99608721320715,0,0
MSME_0031,13,65,244.31834174525795,44.80428664148827,59.24274840629665,551,758,1,1,119.47171621274707,42.901694418316886,199.02116189285266,421.2501165106692,39.702664271498556,4.487403670165745,3.9702664271498556,80.70703461311453,0,0
MSME_0032,13,141,575.7582949529606,88.30709831633415,137.30907447065655,300,730,1,1,316.679302303285,168.37159468734546,571.4146412335746,964.1660685001168,122.44549183489568,20.43124409264366,12.244549183489568,153.7728066139534,0,0
MSME_0033,6,58,970.1800384405626,26.940720075165476,75.04779164187201,502,828,1,1,341.3036142310443,231.95280187357668,718.7834218707053,933.0275386946329,119.66750095325055,12.167900473171278,11.966750095325056,279.74965228766985,0,0
MSME_0034,1,117,390.3598130654277,59.5994051350982,80.61402926000156,657,803,1,1,103.07592937848494,65.24162133607716,226.87152267437628,322.290026822489,81.38774136792125,9.671047991184546,8.138774136792126,104.93590962855819,1,1
MSME_0035,4,192,41.992791598553964,2.954504949587777,7.337050373224072,857,634,1,1,29.122939334183872,12.176229123693874,47.598087197660846,102.02342321089955,16.438764713574862,2.0026410637532526,1.6438764713574863,20.14892016556691,1,1
MSME_0036,23,248,812.4477974740146,160.62881296638776,243.4494049403151,362,816,0,1,635.2924492404887,218.08031260996054,975.2399314715515,2233.1310348589236,280.3593071630078,34.05859540034977,28.035930716300783,229.12825151597943,0,0
MSME_0037,16,55,814.7719990387768,162.91299406556791,218.1079876353371,864,764,1,1,533.0635384614426,143.04960937814414,798.3289476954033,1208.1992378832329,145.31034330412925,15.278546184999058,14.531034330412925,230.1075324464499,1,1
MSME_0038,8,32,275.98575720505426,6.621796253074771,40.381207652702386,605,611,1,1,190.38365262352002,81.02797024241285,312.80948644669104,411.3227939693032,130.35620133419883,18.118937077293065,13.035620133419883,94.94290635125877,1,1
MSME_0039,14,66,904.11954808986,118.53682487985836,176.09251206359903,634,690,1,1,230.18997127990863,221.76190618769394,587.5698096810816,1123.2455706792164,164.73352727670488,28.177196699686583,16.473352727670488,261.64119902113526,1,1
MSME_0040,29,132,843.6705008685226,133.6417888869763,174.19444700398762,352,793,0,0,335.1489216012618,191.24337328924068,652.9428700207809,987.3732244372717,85.10805467591778,7.905514615972285,8.510805467591778,201.14264929999476,0,0
MSME_0041,11,118,188.26659962580555,27.368365275088912,34.95358868082928,392,759,1,1,57.11856564461369,26.06697990587876,111.42553549436329,139.63059228136382,18.67202549607232,2.013946631022202,1.867202549607232,47.65086851703119,0,0
MSME_0042,21,70,466.1709803523985,26.637042129065097,89.27830857428012,372,625,1,1,316.831353688478,105.15888606176571,491.9158868031035,642.5832008806046,221.08247010819846,38.04547210505984,22.10824701081985,101.77602779751959,0,0
MSME_0043,26,36,750.7770934798218,39.95168969729312,86.94794375119724,825,817,1,1,492.4896865538224,154.85014107470536,759.9563916505011,1623.7766919642766,94.94632592689766,8.998434471379062,9.494632592689767,180.13776091732475,1,1
MSME_0044,11,239,868.542831263976,72.73733600928657,105.31488431226568,784,627,1,1,184.1681832196306,142.80219319974813,457.25180110897514,674.3926379828653,105.62468176760625,9.714958247530351,10.562468176760625,405.7468919722866,1,1
MSME_0045,3,233,96.05108520654946,11.207161622508512,16.76078291895881,668,835,1,1,26.562752962006343,15.056505262142755,56.02692100513152,93.67740328645232,20.078193802888393,2.75227524619372,2.0078193802888396,29.47126012960609,1,1
MSME_0046,1,181,161.33054779248872,10.369100065582169,17.316445733658725,649,694,0,1,37.65327431321231,43.31125172484033,105.16410820692595,133.25618852557622,11.283792537050594,1.6891402577302572,1.1283792537050594,80.53244407248064,0,0
MSME_0047,6,66,918.2216569546763,19.240417657223862,104.31079365518121,873,784,1,1,579.4661467981402,190.0786286214462,907.2780239627879,1650.887927617832,395.0588131120292,39.70647479981795,39.50588131120293,450.29426609127916,1,1
MSME_0048,20,113,710.1577946880001,112.34718345299375,159.91035017944014,810,699,0,1,278.65549017835605,155.36592164163918,540.5450810231953,908.1155339350346,152.27543524208588,20.53591267528663,15.227543524208588,258.97792574571804,0,0
MSME_0049,2,13,96.98943013023025,4.363405022142583,13.386724564563803,849,846,0,1,65.62049469246679,11.768682905788038,91.93759211778936,212.00309503046176,36.626999875842735,4.42643993653175,3.662699987584274,46.543425468492984,0,0
MSME_0050,11,137,385.4362991141624,71.98442866835936,111.05725024684205,648,671,1,0,268.5583426862258,96.39776678333584,422.771554336686,946.7538874693827,181.81420513743026,17.934243861648383,18.181420513743028,104.34050612334701,1,1
MSME_0051,25,237,686.1522427829611,69.54204320837168,141.1391949433136,721,696,1,1,445.0147603167008,137.60376890923206,685.541365643377,1029.5984693679343,315.23236914862,37.32008345277308,31.523236914862004,249.11845297392983,1,1
MSME_0052,19,198,631.4309725407037,50.693179485821965,121.08121913693361,588,843,0,1,407.19502504100706,135.52413688589502,637.4338078080076,1591.6724735169569,255.58625510598966,38.516349260711266,25.55862551059897,273.7705255084559,0,0
MSME_0053,1,196,764.8340988832837,136.00112800807585,203.53629583533296,458,646,1,1,541.4041652545332,95.98494512283176,752.1142252098574,1290.9841197950232,315.0742970396653,29.92945656676422,31.50742970396653,205.56860506380463,0,0
MSME_0054,12,173,644.7361565564444,93.42918065925632,132.99441314089339,368,747,1,1,199.196799693275,181.61580032280204,477.5230234995437,935.1855460374585,124.31861455277397,15.689081306659865,12.431861455277398,312.1715771766713,0,0
MSME_0055,12,218,510.8297920956213,66.43942303526471,107.44972879546748,759,835,0,1,275.3780784266516,122.25697831441737,474.25952555541215,1137.8667851614919,181.59181622111325,17.297329482432165,18.159181622111326,190.4815373824662,0,0
MSME_0056,26,137,739.0797932684756,139.08451628559544,217.9505043413617,704,689,1,1,519.8235332359636,92.33511305724842,723.0206152834834,1733.1487022536378,323.8832627007579,42.71495729159208,32.38832627007579,278.9158766982221,1,1
MSME_0057,9,202,14.58570277455683,1.1672916183837636,2.002885490899706,374,637,1,1,5.9481603934995135,2.47068153336352,10.606697343046557,22.897225099120813,2.9792852671502166,0.30525900536361444,0.2979285267150217,4.896885046644099,0,0
MSME_0058,19,182,503.38409501208497,48.0261553899897,81.5941755147208,362,834,1,1,291.6398908321169,51.65671773708717,418.8042228210168,863.824996805426,71.7053081777315,12.627808983680271,7.17053081777315,123.12715480402561,0,0
MSME_0059,22,86,996.9055093274878,110.05348524662804,158.82143454282846,514,778,1,0,324.9347271828836,278.7456046964748,753.2161582784815,1104.7282294230101,132.77324478351503,11.10714138227633,13.277324478351503,340.5629433709641,0,0
MSME_0060,8,19,777.7723405280605,79.01544003925913,160.11412616261458,413,821,1,1,416.7181303069072,101.92554793714243,635.3095293232586,912.6263126302047,282.53119983778583,49.33320965719252,28.253119983778586,242.65936630476213,0,0
MSME_0061,10,211,414.6468293871154,10.187683526908327,27.175054466375823,648,607,0,1,89.67052630582297,59.87269357025171,211.740244284142,317.69447718167703,78.08071789334906,6.4003587252603955,7.808071789334907,95.87985390699072,0,0
MSME_0062,15,229,656.218646773356,41.25836974284265,105.67116162868656,377,631,0,1,468.15811636433943,174.58301588743763,741.1739292677805,1272.1054155954196,272.1843072297651,27.354095422454886,27.218430722976514,188.95443141164006,0,0
MSME_0063,16,210,94.6534455459234,5.434955970536347,11.698569049173859,847,628,0,1,42.86426055991804,26.36423519355448,83.42651258536102,188.7672203709859,19.749303095863155,2.0922874493694597,1.9749303095863155,29.712447513382955,0,0
MSME_0064,23,119,627.9074187706427,58.83121884897753,117.6060025958748,799,849,1,1,413.2657296556259,80.3863623833184,587.8382048545407,1369.0800985285803,173.3960927130908,29.382873504170234,17.339609271309083,276.25199849973166,1,1
MSME_0065,14,9,637.1434376278858,42.318929107943404,77.17459665045679,303,753,0,1,328.39271745331513,85.59120983376629,509.5554429312643,791.8489160089242,54.70397202670644,9.377895395950176,5.470397202670644,149.93598644668634,0,0
MSME_0066,4,41,558.6362224906355,76.675988950221,105.76047763915646,641,812,1,1,200.10923855958816,85.63875340357016,369.54342533675367,795.1983066373659,74.01668939002727,10.60731742209778,7.401668939002727,194.56302745327102,1,1
MSME_0067,21,220,427.8156989551805,35.806825433784525,60.87561015205456,591,714,1,1,148.54166029884345,76.09092493982892,288.80494008194944,454.9549586534642,69.96850903517249,10.628537714172564,6.996850903517249,123.6971401242634,0,0
MSME_0068,3,54,667.0344537090217,125.82227748417436,170.2535320690993,847,838,1,1,238.37038285203585,146.09094185469007,484.51649276307916,613.8114425386354,144.65070256427376,20.20542994677097,14.465070256427376,200.29254807680513,1,1
MSME_0069,9,40,500.5364030441365,72.03341074476522,119.64702267635127,430,841,1,1,340.1893297661271,119.59781485019977,534.8676050729473,831.071229204707,179.7648657988456,20.870231677938673,17.97648657988456,113.85932907869865,0,0
MSME_0070,27,49,950.7349802825944,95.34069176229085,207.37579519428067,515,682,0,1,607.8380838223304,248.43867743001186,998.8870082947315,2054.129600128077,376.49112740699,62.09075301725325,37.649112740699,261.3574289004987,0,0
MSME_0071,25,12,987.7913279166805,187.6118797389468,250.66456581380382,700,750,0,1,526.9708182689335,192.26570297630195,867.4052204327376,1393.669781021171,128.55728765103183,19.682425053220115,12.855728765103184,254.63256040688498,0,0
MSME_0072,8,242,797.3884195795065,122.88682004344443,193.45443008617676,742,833,0,1,467.85010496857456,183.42602516437483,770.8843930698754,1290.5425148266431,249.97535866999542,32.02339038923855,24.99753586699954,371.18391616746925,0,0
MSME_0073,11,168,410.44059518503224,50.49937815451575,79.61103842105219,696,809,1,1,210.18698420594646,76.08066887221246,347.8337423559137,813.8144297555806,92.87245570110508,11.719973148740753,9.287245570110509,204.03100246230412,1,1
MSME_0074,18,160,79.32940868999631,1.7220334651649787,6.676044358755366,617,844,0,0,38.702343114016294,17.147166037359145,67.74892045487489,105.22715323490367,17.56830816354571,1.5665648708466418,1.756830816354571,23.871102736885817,0,0
MSME_0075,20,133,13.31289842254943,1.3860849064532954,2.0805752365715535,445,789,1,1,7.368224932070676,2.0695317176996886,11.434691413152779,27.253910423144184,1.3497540719307197,0.12275575946061892,0.13497540719307197,4.226699368576642,0,0
MSME_0076,4,140,800.0094289219495,53.29412995599764,120.19814209937891,618,645,1,1,448.3885390056403,224.5984818687883,792.988435212721,1971.321974154877,315.0869202562217,27.254590382745214,31.508692025622167,256.3822784671186,1,1
MSME_0077,19,237,56.47590357633487,5.034053652574653,9.703262721737701,816,604,0,1,32.635547067448094,8.091009290884935,49.197941894783256,92.18407670168837,16.673656233753718,2.2093119744238856,1.667365623375372,15.704255093999574,0,0
MSME_0078,3,178,996.372418048657,180.8799608381255,270.3956860359773,388,672,1,1,734.2795078255947,271.03856898542966,1154.773939518323,2072.428592712745,296.1624546706727,31.777028221935666,29.61624546706727,341.7587768311196,0,0
MSME_0079,3,153,45.06814473435962,3.570715115402232,5.361165722873341,525,815,1,1,15.84548450705232,4.552622996011772,27.158329213218032,57.152764200482736,3.245785149833781,0.4325341468102077,0.32457851498337814,22.021944640737747,0,0
MSME_0080,16,205,991.5605817935976,30.810826134909778,139.41445204652751,414,785,1,1,538.2105218224049,230.46089217011848,917.405501261563,1749.4120916807408,408.97675980432257,62.733350848539594,40.89767598043226,353.3704698821769,0,0
MSME_0081,16,168,165.7672531055007,8.101380336621842,28.336859253912642,469,699,1,1,94.6807559650236,41.53187925180476,161.07772318265344,226.50534183866347,72.86323484224086,12.181592758158127,7.286323484224086,34.60792315193154,0,0
MSME_0082,23,170,341.7676657165505,52.57462792920881,70.47613800077897,888,820,0,1,121.40031730175116,47.37808023228501,220.04354739151876,288.10911000346516,50.736195603746,6.899332701994223,5.0736195603746,80.23103849912742,0,0
MSME_0083,2,188,820.4926262948434,35.380273215344815,131.77650185417696,532,823,1,0,577.6866241735166,146.4006981061591,847.1612162239022,1214.2755815355536,340.11788999070023,54.038167827637025,34.01178899907003,206.8675588438572,0,0
MSME_0084,4,242,174.71381106294962,27.740564944492046,38.91709205103165,321,817,1,1,42.772850047551565,47.257103849199176,116.23702555619317,289.10390288762386,43.05662395399486,5.364675828729949,4.305662395399486,68.88477996738996,0,0
MSME_0085,20,125,74.96988312827281,12.585369000555238,15.952401758237428,758,657,1,1,15.040284615880593,9.880105217200631,36.16587230232214,65.42772449288083,17.277213100833613,1.5587391425660821,1.7277213100833615,34.205978713178126,1,1
MSME_0086,11,116,775.0945522166364,47.59829520263944,108.69275305209746,681,835,0,1,169.57626215781275,190.87014424374334,476.71058923405155,1135.706662278633,211.15611279827544,37.25892838775544,21.115611279827547,331.76234425417545,0,0
MSME_0087,5,131,327.53531303374615,49.26002749248833,76.79617949791609,823,617,1,1,235.37177256746517,63.75212228715241,348.25419180967947,856.2356758516653,60.669434593473724,10.123442414943785,6.066943459347373,141.81593059079879,1,1
MSME_0088,20,199,139.9324289055637,3.6179126919725326,13.863689559209343,857,614,1,1,68.41484111279462,17.27628685296051,106.68099230158968,145.3786186564049,39.92281328180337,4.911727252157325,3.9922813281803373,36.40445939995348,1,1
MSME_0089,22,245,799.5835096308163,60.660524979577474,112.14351895497202,573,821,1,0,348.215527129646,156.70858653732998,624.8616401115984,1237.2427390719529,135.38566692774918,20.23991196981463,13.53856669277492,366.23860744314777,0,0
MSME_0090,6,169,485.70187778525064,18.887698800633817,64.98502775460531,762,679,1,1,237.70921572583427,69.00362497011169,379.56812236373355,626.2196633904845,155.74511099070327,27.118922835784815,15.574511099070328,107.69219136615588,1,1
MSME_0091,1,77,402.9540434395801,17.68518381835272,36.17944738218864,442,825,1,1,90.54784225537045,94.32231056535934,245.31325933666682,597.8320845240753,36.7204478987677,6.228600597002583,3.6720447898767703,152.491103980246,0,0
MSME_0092,9,103,305.8475274739407,57.60219987120534,84.13415865256928,383,661,1,1,173.5240601895444,60.21516624794119,279.6163555585767,575.7485737765032,89.81293587280265,12.55114100343511,8.981293587280266,133.08948001981148,0,0
MSME_0093,3,127,734.2736265377786,25.47444625992222,101.19514394507891,836,644,0,1,418.1286017854968,121.74512810544587,650.0147738716096,1177.3310498170483,258.51843279519215,43.21995899157621,25.851843279519215,242.38122772703846,0,0
MSME_0094,19,44,722.0097604895412,44.13057476262683,79.30926333653113,334,788,1,1,175.6787256827767,76.62725720415797,360.60744696036585,553.5280154692607,102.79085803004484,17.148316225886006,10.279085803004484,301.9089018671206,0,0
MSME_0095,29,24,352.4756426214933,30.59029560811659,67.37928604076708,719,849,1,0,223.8765244768903,69.55535383666813,346.3032247067824,808.7739386941133,159.39670647328168,19.47382919731138,15.93967064732817,99.76764524207384,1,1
MSME_0096,12,131,635.2446178915953,96.5319906810305,138.4864095041162,777,686,0,1,368.13970517649364,110.89447980165689,574.3208776618898,1071.9123521178838,152.31705845634363,13.238374939991214,15.231705845634364,210.36101169063176,0,0
MSME_0097,22,60,596.9892158334641,74.20258466890365,101.76606487558566,444,722,1,0,231.20725732138382,107.34414687652975,428.0997865729332,991.2145957303869,44.35634428950444,6.158490878035339,4.435634428950444,226.62558001324143,0,0
MSME_0098,4,45,242.32729787893558,43.393001702086565,58.26495525032361,660,600,1,1,113.81151169341425,52.72481601118105,202.88542238643564,493.6523618668307,40.78222453091605,4.727682428915268,4.0782224530916045,76.04414218270637,1,1
MSME_0099,12,165,708.3317381710815,71.07850902830154,102.48550211570915,550,788,1,1,156.1961154373383,210.61436458062676,473.0602407436273,643.2966692660555,91.04156210488944,7.753981050226239,9.104156210488943,277.6666718144883,0,0
MSME_0100,3,198,97.67002838100898,3.769634546996888,11.51775207701207,575,780,1,1,47.65694262363851,23.166700486483805,85.47414736727364,104.50015641251215,19.595141697250945,3.4744101616514995,1.9595141697250946,36.531879057759824,0,0
MSME_0101,24,239,349.2269532397062,40.44191231327791,71.58331513659559,607,679,0,1,266.7716321653326,86.11230658097521,405.26798173226376,571.8722156142743,71.05953938874895,10.878003736704489,7.105953938874895,86.20637776483201,0,0
MSME_0102,6,5,262.7534594811475,36.54738320326202,54.02177458920401,713,713,1,1,91.04101900508587,69.93851723391724,200.3925551611752,465.7105922009572,81.6414791752236,7.454763627883222,8.16414791752236,115.25762256113853,1,1
MSME_0103,16,142,654.7206472710772,25.656371349031527,75.25306450076894,874,672,1,1,471.3093005888492,195.54370524424985,765.0611029237607,1666.4225016267785,104.19572052866515,11.343638005549375,10.419572052866515,152.3750280741696,1,1
MSME_0104,4,102,902.3618930925599,160.6388329381669,239.77597747999667,643,653,1,1,531.8925213393816,149.4999305993442,816.7467359026098,1649.233302658759,280.9059282265225,38.2998077466993,28.090592822652255,283.4552519628777,1,1
MSME_0105,17,35,82.4639645307592,10.606576702748113,16.138056079861517,302,684,1,1,59.20914218005298,16.80750483668317,88.38624169635003,161.12250086411993,9.745186500019537,1.1121672922959043,0.9745186500019538,25.89852431284393,0,0
MSME_0106,2,48,538.2665212596097,69.66402314489919,105.54633467267693,797,707,1,1,416.24915373359454,55.78944989611765,552.7785818186537,804.0227386430868,56.95009630382105,8.243382436845048,5.695009630382105,252.66723812237205,1,1
MSME_0107,15,68,358.10646036723807,13.699630906367886,36.94867957768963,863,837,1,1,137.64680506112276,93.3243984079395,284.68717252414797,541.164596237522,63.91884071550311,9.014690045114346,6.391884071550312,148.5587469841513,1,1
MSME_0108,25,94,684.306675425333,36.034838559633485,91.97568504912289,611,840,1,1,369.79065845051946,103.5441926530431,575.9808524173625,1412.192698040242,169.00329875391506,27.141803868621285,16.900329875391506,249.8184438231851,1,1
MSME_0109,27,141,820.9969708325223,147.08748845657493,200.34340021667288,309,815,1,1,366.67127134884333,220.0044141978588,709.8252311715805,1682.3071355193863,171.32948802297037,17.76465020151891,17.132948802297037,356.44211926831576,0,0
MSME_0110,18,152,429.5008711122752,60.198404808433175,82.60912551505744,738,841,0,1,125.32417965561574,63.156864829039115,252.90617515149614,589.2808751311551,73.12953683041397,9.765411949049454,7.312953683041397,108.89298347599473,0,0
MSME_0111,5,143,214.12430287324216,28.87100988072852,47.69086407963543,740,752,1,1,169.73019211722578,27.255443667405842,229.10428121561796,481.9639088735744,59.96289242096899,7.364640138126018,5.9962892420969,88.92139696913438,1,1
MSME_0112,28,46,727.0954289574537,90.23955561349685,122.7702202672549,652,763,1,0,229.1225986530668,119.73393982955066,457.9208528262355,684.4329242996838,110.81616972931309,9.634622012446268,11.08161697293131,258.6408861889953,1,1
MSME_0113,27,160,881.2782966858437,120.87430377986631,212.95198271067537,558,685,1,1,530.2582534554405,263.350518253653,925.8005162119699,1907.5110021497908,299.13852191545527,45.78765312021054,29.91385219154553,299.2483422177957,0,0
MSME_0114,8,150,958.0490316603264,49.39176718433966,98.10484676173195,507,705,1,1,247.18227371310414,182.1003910400544,572.9900195022075,1250.8442761443525,136.9610077310633,20.06357860228191,13.69610077310633,420.2338257327187,0,0
MSME_0115,16,30,405.32275665121506,19.22643729558147,49.755835667062584,663,664,1,1,285.84170497149614,82.76350035459053,429.4036188237689,863.3852789861459,58.24850335286925,9.059217430292668,5.824850335286925,96.594105704812,1,1
MSME_0116,2,142,235.0837270951378,19.159655306577275,41.09745484034278,748,674,1,1,163.42354596496597,36.6591227706285,235.34522779986514,570.7364473519643,105.74876901973562,10.170538143772243,10.574876901973562,102.4689501509535,1,1
MSME_0117,20,234,403.2069896549189,47.23645339027565,63.25785033272818,761,733,1,1,114.8199761026014,57.415263368740455,232.71628791957968,526.9524077228776,53.294634293808436,4.385582546473554,5.329463429380844,99.24429787894856,1,1
MSME_0118,18,10,141.19942601442995,24.732859540632255,34.66893776839676,409,679,1,1,93.03430814151405,19.05736536430722,133.27158740798575,246.99701731357484,34.57934056163461,3.2724988573652136,3.4579340561634613,43.8085800433188,0,0
MSME_0119,8,149,143.81462626327453,27.80809969317311,42.36394241809694,391,740,1,1,109.56797802663341,39.58081079448778,170.72098276061237,266.50884047079103,75.21615754523582,6.019793586893214,7.521615754523582,29.52605497133887,0,0
MSME_0120,2,60,392.5962327475557,47.73946490047225,78.53333238029413,681,610,0,1,256.1895065770464,87.9021199543957,402.98106144357547,639.3542625856036,109.66519917282851,10.644814407643107,10.966519917282852,87.30906173732748,0,0
MSME_0121,28,190,185.98872397273573,26.873743213186334,39.804770217610184,851,616,1,1,63.15941290768091,26.812232270004653,117.86995377359591,168.06821807269912,42.70304296659758,7.037529315744053,4.270304296659758,77.61220937544402,1,1
MSME_0122,29,227,419.98845500363774,70.95991429896955,98.3113089635099,809,782,1,1,188.8656158441904,82.43064281443503,334.2945269091711,409.49406732214095,68.17110617178709,10.636668319081798,6.8171106171787095,101.27303904326527,1,1
